source_row_index,rank,model,org,reasoning,avg_score,green_rate,red_rate,score_2,score_1,score_0,nonsense_count,error_count,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,green_rate_numeric,red_rate_numeric,score_label,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason,provider_or_family_inferred
139,140,moonshotai/kimi-k2@reasoning=default,moonshotai,default,0.3267,0.1,0.77,10,13,77,100,0,bullshit_bench,bullshit_bench:0139:moonshotai_kimi_k2_reasoning_default,moonshotai/kimi-k2@reasoning=default,moonshotai/kimi-k2@reasoning=default,0.3267,0.1,0.77,BullshitBench avg_score,kimi-k2-instruct,alias,reviewed_2026_05,high,moonshotai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench moonshotai/kimi-k2 is the same model as elo kimi-k2-instruct.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,moonshotai
140,141,minimax/minimax-m2.7@reasoning=high,minimax,high,0.3267,0.08,0.74,8,18,74,100,0,bullshit_bench,bullshit_bench:0140:minimax_minimax_m2_7_reasoning_high,minimax/minimax-m2.7@reasoning=high,minimax/minimax-m2.7@reasoning=high,0.3267,0.08,0.74,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,minimax,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench minimax/minimax-m2.7 reasoning=high.,No minimax m2.7 in elo (only m2/m2.1/m2.5).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",minimax
141,142,mistralai/mistral-small-2603@reasoning=high,mistralai,high,0.3267,0.06,0.7,6,24,70,100,0,bullshit_bench,bullshit_bench:0141:mistralai_mistral_small_2603_reasoning_high,mistralai/mistral-small-2603@reasoning=high,mistralai/mistral-small-2603@reasoning=high,0.3267,0.06,0.7,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,mistralai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench mistralai/mistral-small-2603 reasoning=high.,No 2026 Mistral Small in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",mistralai
142,143,deepseek/deepseek-r1@reasoning=xhigh,deepseek,xhigh,0.31,0.08,0.76,8,16,76,100,0,bullshit_bench,bullshit_bench:0142:deepseek_deepseek_r1_reasoning_xhigh,deepseek/deepseek-r1@reasoning=xhigh,deepseek/deepseek-r1@reasoning=xhigh,0.31,0.08,0.76,BullshitBench avg_score,deepseek-r1,variant-compatible,reviewed_2026_05,medium,deepseek,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench deepseek/deepseek-r1 reasoning=xhigh maps to elo deepseek-r1 with a reasoning-config caveat.,Mapped to the original deepseek-r1; the effort rows collapse to it (not the 0528 refresh).,cross_ref_bullshit_bench_2026_05,True,True,True,True,False,True,False,bullshit_bench:0135:deepseek_deepseek_r1_reasoning_none,bullshit_bench:0135:deepseek_deepseek_r1_reasoning_none,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0135:deepseek_deepseek_r1_reasoning_none.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: bullshit_bench:0135:deepseek_deepseek_r1_reasoning_none.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0135:deepseek_deepseek_r1_reasoning_none.,deepseek
143,144,qwen/qwen3-235b-a22b@reasoning=none,qwen,none,0.3067,0.06,0.78,6,16,78,100,0,bullshit_bench,bullshit_bench:0143:qwen_qwen3_235b_a22b_reasoning_none,qwen/qwen3-235b-a22b@reasoning=none,qwen/qwen3-235b-a22b@reasoning=none,0.3067,0.06,0.78,BullshitBench avg_score,qwen-3-235b-a22b-instruct-2507,variant-compatible,reviewed_2026_05,medium,qwen,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,not_reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench qwen/qwen3-235b-a22b reasoning=none maps to elo qwen-3-235b-a22b-instruct-2507 with a reasoning-config caveat.,none mapped to the instruct-2507 non-reasoning 235B; the xhigh reasoning row has no reasoning 235B counterpart.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,qwen
144,145,x-ai/grok-4.1-fast@reasoning=none,x-ai,none,0.3,0.1,0.8,10,10,80,100,0,bullshit_bench,bullshit_bench:0144:x_ai_grok_4_1_fast_reasoning_none,x-ai/grok-4.1-fast@reasoning=none,x-ai/grok-4.1-fast@reasoning=none,0.3,0.1,0.8,BullshitBench avg_score,grok-4-1-fast-non-reasoning,alias,reviewed_2026_05,high,x-ai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench x-ai/grok-4.1-fast is the same model as elo grok-4-1-fast-non-reasoning.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,x-ai
145,146,z-ai/glm-4.5@reasoning=none,z-ai,none,0.3,0.06,0.74,6,20,74,100,0,bullshit_bench,bullshit_bench:0145:z_ai_glm_4_5_reasoning_none,z-ai/glm-4.5@reasoning=none,z-ai/glm-4.5@reasoning=none,0.3,0.06,0.74,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,z-ai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench z-ai/glm-4.5 reasoning=none.,No glm-4.5 in elo (only zai.glm-5).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",z-ai
146,147,openai/gpt-oss-120b@reasoning=high,openai,high,0.2967,0.05,0.72,5,23,72,100,0,bullshit_bench,bullshit_bench:0146:openai_gpt_oss_120b_reasoning_high,openai/gpt-oss-120b@reasoning=high,openai/gpt-oss-120b@reasoning=high,0.2967,0.05,0.72,BullshitBench avg_score,gpt-oss-120b-high,accepted,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench reasoning=high matches the elo gpt-oss-120b-high effort tier exactly.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
147,148,openai/o4-mini@reasoning=high,openai,high,0.2933,0.04,0.71,4,25,71,100,0,bullshit_bench,bullshit_bench:0147:openai_o4_mini_reasoning_high,openai/o4-mini@reasoning=high,openai/o4-mini@reasoning=high,0.2933,0.04,0.71,BullshitBench avg_score,o4-mini-high,accepted,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench reasoning=high matches the elo o4-mini-high effort tier exactly.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
148,149,baidu/ernie-4.5-vl-424b-a47b@reasoning=none,baidu,none,0.2933,0.03,0.72,3,25,72,100,0,bullshit_bench,bullshit_bench:0148:baidu_ernie_4_5_vl_424b_a47b_reasoning_none,baidu/ernie-4.5-vl-424b-a47b@reasoning=none,baidu/ernie-4.5-vl-424b-a47b@reasoning=none,0.2933,0.03,0.72,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,baidu,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench baidu/ernie-4.5-vl-424b-a47b reasoning=none.,No Baidu ERNIE models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",baidu
149,150,openai/o4-mini@reasoning=low,openai,low,0.2767,0.08,0.79,8,13,79,100,0,bullshit_bench,bullshit_bench:0149:openai_o4_mini_reasoning_low,openai/o4-mini@reasoning=low,openai/o4-mini@reasoning=low,0.2767,0.08,0.79,BullshitBench avg_score,o4-mini-low,accepted,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,reasoning,low,effort_to_effort,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench reasoning=low matches the elo o4-mini-low effort tier exactly.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
150,151,qwen/qwen3-235b-a22b@reasoning=xhigh,qwen,xhigh,0.2733,0.03,0.73,3,24,73,100,0,bullshit_bench,bullshit_bench:0150:qwen_qwen3_235b_a22b_reasoning_xhigh,qwen/qwen3-235b-a22b@reasoning=xhigh,qwen/qwen3-235b-a22b@reasoning=xhigh,0.2733,0.03,0.73,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,qwen,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench qwen/qwen3-235b-a22b reasoning=xhigh.,none mapped to the instruct-2507 non-reasoning 235B; the xhigh reasoning row has no reasoning 235B counterpart.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",qwen
151,152,baidu/ernie-4.5-300b-a47b@reasoning=default,baidu,default,0.2667,0.04,0.74,4,22,74,100,0,bullshit_bench,bullshit_bench:0151:baidu_ernie_4_5_300b_a47b_reasoning_default,baidu/ernie-4.5-300b-a47b@reasoning=default,baidu/ernie-4.5-300b-a47b@reasoning=default,0.2667,0.04,0.74,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,baidu,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench baidu/ernie-4.5-300b-a47b reasoning=default.,No Baidu ERNIE models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",baidu
152,153,nvidia/nemotron-nano-9b-v2:free@reasoning=none,nvidia,none,0.2567,0.05,0.77,5,18,77,100,0,bullshit_bench,bullshit_bench:0152:nvidia_nemotron_nano_9b_v2_free_reasoning_none,nvidia/nemotron-nano-9b-v2:free@reasoning=none,nvidia/nemotron-nano-9b-v2:free@reasoning=none,0.2567,0.05,0.77,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,nvidia,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench nvidia/nemotron-nano-9b-v2:free reasoning=none.,No Nemotron Nano 9B v2 in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",nvidia
153,154,nvidia/nemotron-nano-9b-v2:free@reasoning=xhigh,nvidia,xhigh,0.24,0.03,0.77,3,20,77,100,0,bullshit_bench,bullshit_bench:0153:nvidia_nemotron_nano_9b_v2_free_reasoning_xhigh,nvidia/nemotron-nano-9b-v2:free@reasoning=xhigh,nvidia/nemotron-nano-9b-v2:free@reasoning=xhigh,0.24,0.03,0.77,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,nvidia,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench nvidia/nemotron-nano-9b-v2:free reasoning=xhigh.,No Nemotron Nano 9B v2 in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",nvidia
154,155,prime-intellect/intellect-3@reasoning=low,prime-intellect,low,0.23,0.07,0.82,7,11,82,100,0,bullshit_bench,bullshit_bench:0154:prime_intellect_intellect_3_reasoning_low,prime-intellect/intellect-3@reasoning=low,prime-intellect/intellect-3@reasoning=low,0.23,0.07,0.82,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,prime-intellect,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench prime-intellect/intellect-3 reasoning=low.,No Prime Intellect models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",prime-intellect
155,156,deepseek/deepseek-chat@reasoning=default,deepseek,default,0.2167,0.04,0.82,4,14,82,100,0,bullshit_bench,bullshit_bench:0155:deepseek_deepseek_chat_reasoning_default,deepseek/deepseek-chat@reasoning=default,deepseek/deepseek-chat@reasoning=default,0.2167,0.04,0.82,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,deepseek,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench deepseek/deepseek-chat reasoning=default.,deepseek-chat (V3 chat endpoint) has no exact label in elo; version ambiguous.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",deepseek
156,157,prime-intellect/intellect-3@reasoning=high,prime-intellect,high,0.19,0.05,0.85,5,10,85,100,0,bullshit_bench,bullshit_bench:0156:prime_intellect_intellect_3_reasoning_high,prime-intellect/intellect-3@reasoning=high,prime-intellect/intellect-3@reasoning=high,0.19,0.05,0.85,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,prime-intellect,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench prime-intellect/intellect-3 reasoning=high.,No Prime Intellect models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",prime-intellect
157,158,ai21/jamba-large-1.7@reasoning=default,ai21,default,0.1867,0.05,0.86,5,9,86,100,0,bullshit_bench,bullshit_bench:0157:ai21_jamba_large_1_7_reasoning_default,ai21/jamba-large-1.7@reasoning=default,ai21/jamba-large-1.7@reasoning=default,0.1867,0.05,0.86,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,ai21,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench ai21/jamba-large-1.7 reasoning=default.,No AI21 Jamba models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",ai21
158,159,mistralai/mistral-large-2512@reasoning=default,mistralai,default,0.1733,0.02,0.85,2,13,85,100,0,bullshit_bench,bullshit_bench:0158:mistralai_mistral_large_2512_reasoning_default,mistralai/mistral-large-2512@reasoning=default,mistralai/mistral-large-2512@reasoning=default,0.1733,0.02,0.85,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,mistralai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench mistralai/mistral-large-2512 reasoning=default.,No 2025-12 Mistral Large in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",mistralai
159,160,mistralai/mistral-small-2603@reasoning=none,mistralai,none,0.16,0.04,0.88,4,8,88,100,0,bullshit_bench,bullshit_bench:0159:mistralai_mistral_small_2603_reasoning_none,mistralai/mistral-small-2603@reasoning=none,mistralai/mistral-small-2603@reasoning=none,0.16,0.04,0.88,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,mistralai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench mistralai/mistral-small-2603 reasoning=none.,No 2026 Mistral Small in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",mistralai
160,161,openai/gpt-4o-mini-2024-07-18@reasoning=default,openai,default,0.1567,0.02,0.86,2,12,86,100,0,bullshit_bench,bullshit_bench:0160:openai_gpt_4o_mini_2024_07_18_reasoning_default,openai/gpt-4o-mini-2024-07-18@reasoning=default,openai/gpt-4o-mini-2024-07-18@reasoning=default,0.1567,0.02,0.86,BullshitBench avg_score,gpt-4o-mini,alias,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-4o-mini-2024-07-18 is the same model as elo gpt-4o-mini.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
161,162,google/gemma-3-27b-it@reasoning=default,google,default,0.1467,0.03,0.88,3,9,88,100,0,bullshit_bench,bullshit_bench:0161:google_gemma_3_27b_it_reasoning_default,google/gemma-3-27b-it@reasoning=default,google/gemma-3-27b-it@reasoning=default,0.1467,0.03,0.88,BullshitBench avg_score,,ambiguous,reviewed_2026_05,low,google,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemma-3-27b-it identity/config against elo is genuinely uncertain; held out of analysis.,elo has only a local iq4_xs quant of gemma-3-27b (null elo); hosted vs quant held ambiguous.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",google
